filename,rg_med,rg_ts,rg_ts_h,rg_ts_l,io_med,io_ts,Vp,mass_vp,porod_poly,porod_ts,porod_ts_h,porod_ts_l,rc_med,rc_std_err_med,rad_rat,elong,vc,rgvc,N,M
SASBDB_protein_dat\SASDGH9.dat,44.62,47.33,41.01,51.04,0.16,0.2,379363.22,314.87,2.02,2.02,2,2.05,21.326,8.184,2.219356654,FALSE,970.18,38.15,2085,233.52
SASBDB_protein_dat\SASDGJ4.dat,37.42,38.43,38.01,38.88,29.7,31.7,442498.55,367.27,3.36,3.51,3.31,3.69,17.225,7.739,2.231059507,FALSE,980.04,38.34,2116,236.99
SASBDB_protein_dat\SASDGJ6.dat,39.29,31.76,31.48,32.09,0.17,0.17,152813.03,126.83,2.43,2.43,2.37,2.47,14.53,4.902,2.185822436,FALSE,524.83,28.06,849,95.09
SASBDB_protein_dat\SASDGJ7.dat,60,70.92,49.05,72.41,0.71,0.9,1128769.69,936.88,2,2.03,2,2.06,27.185,12.673,2.608791613,FALSE,1873.46,53.01,5457,611.18
SASBDB_protein_dat\SASDGJ8.dat,43.81,43.56,41.29,47.07,0.28,0.33,332015.36,275.57,2.19,2.16,2.12,2.2,23.281,9.824,1.871053649,FALSE,905.9,36.86,1886,211.23
SASBDB_protein_dat\SASDGJ9.dat,46.85,46.27,42.16,54.9,0.16,0.18,354576.38,294.3,2.15,2.13,2.11,2.16,22.887,9.744,2.021671691,FALSE,949.57,37.74,2021,226.35
SASBDB_protein_dat\SASDGK4.dat,36.42,38.12,37.97,38.28,59.96,64.91,432260.51,358.78,3.39,3.54,3.36,3.71,18.389,8.162,2.072978411,FALSE,959.27,37.93,2051,229.71
SASBDB_protein_dat\SASDGK5.dat,23.74,23.37,23.26,23.49,0.01,0.01,65028.7,53.97,2.06,2.09,2.07,2.1,10.543,4.146,2.216636631,FALSE,357.01,23.14,483,54.1
SASBDB_protein_dat\SASDGK6.dat,36.74,30.27,30.09,30.47,0.06,0.06,135211.91,112.23,2.49,2.54,2.49,2.58,14.37,5.142,2.106471816,FALSE,481.77,26.88,749,83.89
SASBDB_protein_dat\SASDGK7.dat,61.07,70.08,48.52,72.29,0.6,0.76,1043560.2,866.15,2.03,2.04,2.01,2.07,27.558,12.445,2.543000218,FALSE,1753.26,51.28,4953,554.74
SASBDB_protein_dat\SASDGK8.dat,47.44,43.76,40.48,48.4,0.31,0.35,345978.94,287.16,2.13,2.14,2.11,2.17,22.867,9.048,1.913674728,FALSE,950.48,37.76,2023,226.58
SASBDB_protein_dat\SASDGK9.dat,50.97,56.94,46.41,59.54,0.2,0.25,630831.98,523.59,2.08,2.1,2.07,2.13,23.758,10.548,2.396666386,FALSE,1317.58,44.46,3262,365.34
SASBDB_protein_dat\SASDGL2.dat,42.24,47.64,46.23,49.2,3684.05,4901.09,738740.75,613.15,2.59,2.39,2.22,2.59,17.426,13.04,2.733845977,FALSE,1425.96,46.25,3661,410.03
SASBDB_protein_dat\SASDGL4.dat,37.88,36.54,36.21,36.96,14.35,15,346134.15,287.29,3.18,3.44,3.25,3.65,20.06,7.013,1.821535394,FALSE,842.54,35.55,1696,189.95
SASBDB_protein_dat\SASDGL6.dat,31.13,29.47,29.26,29.7,0.52,0.54,123410.5,102.43,2.45,2.49,2.44,2.54,13.384,5.663,2.201882845,FALSE,471.22,26.59,725,81.2
SASBDB_protein_dat\SASDGL7.dat,52.89,45.17,42.91,51.93,0.42,0.44,443074,367.75,2.22,2.22,2.19,2.25,24.048,11.506,1.87832668,FALSE,1116.93,40.93,2562,286.94
SASBDB_protein_dat\SASDGL8.dat,51.82,57.16,56.33,57.86,0.43,0.5,567429.36,470.97,1.89,1.92,1.89,1.95,21.677,9.572,2.636896249,FALSE,1213.78,42.67,2893,324.02
SASBDB_protein_dat\SASDGL9.dat,44.74,48.04,45.47,49.35,0.17,0.2,379775.82,315.21,1.92,1.88,1.84,1.91,20.592,7.52,2.332944833,FALSE,937.45,37.5,1983,222.1
SASBDB_protein_dat\SASDGM4.dat,37.35,37.44,36.96,37.78,29.69,31.46,360995.12,299.63,3.3,3.49,3.34,3.63,16.687,8.197,2.243662731,FALSE,873.47,36.2,1788,200.26
SASBDB_protein_dat\SASDGM5.dat,37.07,39.69,37.27,41.08,0.02,0.02,132244.15,109.76,1.55,1.51,1.48,1.53,13.667,5.364,2.90407551,FALSE,467.83,26.49,718,80.42
SASBDB_protein_dat\SASDGM6.dat,31.46,28.54,28.22,28.89,0.07,0.07,107719.89,89.41,2.41,2.4,2.33,2.47,15.672,4.606,1.821082185,FALSE,429.08,25.37,633,70.9
SASBDB_protein_dat\SASDGM7.dat,51.82,49.09,45.48,60.17,0.36,0.4,445870.8,370.07,2.17,2.18,2.15,2.2,22.79,11.072,2.154014919,FALSE,1090.02,40.44,2472,276.86
SASBDB_protein_dat\SASDGM8.dat,51.35,53.58,52.9,54.2,0.31,0.36,448941.11,372.62,1.89,1.92,1.89,1.94,20.343,8.466,2.633829819,FALSE,1038.42,39.47,2303,257.94
SASBDB_protein_dat\SASDGM9.dat,47.55,51.76,43.63,55.3,0.14,0.17,414852.26,344.33,2.12,2.15,2.12,2.17,21.47,9.551,2.410805776,FALSE,1003.38,38.8,2190,245.28
SASBDB_protein_dat\SASDGN2.dat,42.22,43.98,43.08,44.85,0.05,0.06,415668.32,345,2.26,2.33,2.25,2.4,23.422,8.032,1.8777218,FALSE,1020.32,39.12,2244,251.33
SASBDB_protein_dat\SASDGN4.dat,36.77,37.68,37.45,37.9,58.57,61.18,378874.91,314.47,3.26,3.45,3.29,3.61,18.216,8.324,2.068511199,FALSE,898.8,36.72,1865,208.88
SASBDB_protein_dat\SASDGN5.dat,47.95,34.86,31.72,38.36,0.03,0.02,98105.65,81.43,1.49,1.47,1.44,1.5,14.514,8.366,2.401818933,FALSE,401.39,24.54,574,64.29
SASBDB_protein_dat\SASDGN7.dat,49.71,48.77,46.06,52.9,0.32,0.36,417967.41,346.91,2.14,2.15,2.11,2.19,23.175,10.365,2.104422869,FALSE,1045.95,39.61,2327,260.62
SASBDB_protein_dat\SASDGN8.dat,44.8,39.31,36.99,53.2,0.25,0.26,264258.44,219.33,2.24,2.22,2.21,2.24,19.755,10.068,1.989875981,FALSE,813.98,34.94,1613,180.66
SASBDB_protein_dat\SASDGP2.dat,34.29,34.35,34.29,34.43,28.07,28.23,208989.91,173.46,2.55,2.57,2.5,2.64,16.522,6.031,2.07904612,FALSE,633.48,30.83,1118,125.22
SASBDB_protein_dat\SASDGP4.dat,35.47,37.85,37.46,38.31,20.58,22.57,360734.35,299.41,3.27,3.46,3.3,3.62,18.006,7.738,2.102077085,FALSE,885.43,36.44,1824,204.29
SASBDB_protein_dat\SASDGP5.dat,23.92,25.09,24.56,25.54,0.01,0.01,78612.38,65.25,1.91,1.79,1.75,1.83,9.711,4.342,2.583668005,FALSE,492.85,27.19,775,86.8
SASBDB_protein_dat\SASDGP8.dat,50.5,55.27,44.45,57.1,0.26,0.32,477793.04,396.57,2.08,2.1,2.07,2.12,21.072,9.92,2.622911921,FALSE,1071.8,40.1,2412,270.14
SASBDB_protein_dat\SASDGP9.dat,46.67,50.84,49.97,51.43,0.17,0.19,402958.93,334.46,1.96,1.95,1.92,1.97,20.064,8.08,2.533891547,FALSE,972.98,38.2,2094,234.53
SASBDB_protein_dat\SASDGQ2.dat,30.51,30.46,30.39,30.51,99.71,100.07,160203.27,132.97,2.58,2.63,2.57,2.69,11.217,7.242,2.715521084,FALSE,528.31,28.15,857,95.98
SASBDB_protein_dat\SASDGQ4.dat,38.26,38.25,37.97,38.53,47.79,47.81,386220.4,320.56,3.21,3.36,3.23,3.49,17.03,8.667,2.246036406,FALSE,920.48,37.16,1931,216.27
SASBDB_protein_dat\SASDGQ5.dat,38.33,47.03,46.58,47.36,0.21,0.28,774940.26,643.2,3.45,3.67,3.49,3.85,14.884,11.955,3.159768879,TRUE,1449.75,46.63,3751,420.11
SASBDB_protein_dat\SASDGQ8.dat,46.44,40.5,38.13,43.66,0.23,0.25,272327.01,226.03,2.18,2.21,2.18,2.23,20.739,10.053,1.952842471,FALSE,829.64,35.28,1659,185.81
SASBDB_protein_dat\SASDGQ9.dat,25.53,22.35,22.2,22.5,0.05,0.05,49618.18,41.18,2.3,2.15,2.12,2.18,11.619,4.28,1.923573457,FALSE,270.5,20.14,322,36.06
SASBDB_protein_dat\SASDGR2.dat,24.5,20.85,20.61,21.14,6.91,6.8,46113.05,38.27,2.25,2.17,2.02,2.31,11.69,4.756,1.783575706,FALSE,254.14,19.52,294,32.93
SASBDB_protein_dat\SASDGR4.dat,38.55,38.38,38.2,38.55,95.38,94.91,403055.43,334.54,3.38,3.6,3.43,3.74,15.273,8.927,2.512931317,FALSE,931.61,37.38,1965,220.08
SASBDB_protein_dat\SASDGR5.dat,40.79,49,46.71,50.01,0.25,0.32,818350.86,679.23,3.49,3.7,3.54,3.84,18.054,11.512,2.714079982,FALSE,1503.07,47.48,3954,442.85
SASBDB_protein_dat\SASDGR8.dat,55.1,57.99,57.46,58.43,0.65,0.71,626240.54,519.78,1.85,1.86,1.85,1.89,22.823,9.236,2.540857906,FALSE,1311.93,44.36,3241,362.99
SASBDB_protein_dat\SASDGS4.dat,37.58,37.01,36.61,37.82,21.47,22.33,379911.77,315.33,2.99,3.31,3.1,3.47,18.464,8.195,2.004441075,FALSE,885.09,36.44,1823,204.18
SASBDB_protein_dat\SASDGS5.dat,33.13,33.3,32.93,33.73,64.74,66.62,85616.99,71.06,1.79,1.76,1.73,1.8,11.825,4.829,2.816067653,FALSE,406.01,24.68,583,65.3
SASBDB_protein_dat\SASDGS8.dat,46.96,50.76,48.04,52.33,0.36,0.43,428297.16,355.49,1.95,1.97,1.93,2,21.12,8.511,2.403409091,FALSE,1025.41,39.22,2261,253.23
SASBDB_protein_dat\SASDGS9.dat,24.54,22.64,22.48,22.79,0.04,0.05,56230.02,46.67,2.26,2.2,2.16,2.23,11.486,4.174,1.971095246,FALSE,300,21.21,375,42
SASBDB_protein_dat\SASDGT4.dat,36.14,37.47,37.13,37.77,47.66,50.41,379519.06,315,3.3,3.46,3.34,3.57,17.929,7.866,2.089910201,FALSE,898.86,36.72,1865,208.88
SASBDB_protein_dat\SASDGT5.dat,32.36,34.05,33.23,34.66,61.78,68.18,77877.67,64.64,1.67,1.69,1.66,1.71,11.248,4.86,3.027204836,TRUE,385.22,24.04,540,60.48
SASBDB_protein_dat\SASDGT8.dat,46.45,45.64,42.65,52.71,0.31,0.36,352617.07,292.67,2.18,2.13,2.09,2.16,21.76,8.701,2.097426471,FALSE,940.45,37.56,1992,223.1
SASBDB_protein_dat\SASDGU4.dat,34.93,37.45,37.08,37.72,93.99,102.43,392020.27,325.38,3.42,3.62,3.46,3.76,16.195,8.117,2.312442112,FALSE,907.34,36.89,1891,211.79
SASBDB_protein_dat\SASDGU5.dat,23.21,24.34,24.18,24.54,39.03,43.1,77416.95,64.26,2.52,2.52,2.38,2.66,13.827,5.076,1.760324004,FALSE,351.09,22.95,472,52.86
SASBDB_protein_dat\SASDGU8.dat,43.7,40.96,39.37,43.4,0.28,0.32,298220.5,247.52,2.13,2.12,2.09,2.15,22.149,9.378,1.849293422,FALSE,871.48,36.16,1782,199.58
SASBDB_protein_dat\SASDGU9.dat,49.37,42.26,38.95,61.06,42.46,44.01,403655.03,335.03,2.57,2.61,2.54,2.68,21.53,10.967,1.962842545,FALSE,1039.91,39.5,2308,258.5
SASBDB_protein_dat\SASDGV5.dat,25.53,21.05,20.94,21.15,29979.84,30189.94,62185.48,51.61,2.59,3.04,2.93,3.16,13.111,4.295,1.605522081,FALSE,297.65,21.13,371,41.55
SASBDB_protein_dat\SASDGV8.dat,44.53,43.47,41.26,47.02,0.28,0.32,312585.82,259.45,2.16,2.11,2.08,2.14,22.068,10.303,1.969820555,FALSE,884.13,36.42,1820,203.84
SASBDB_protein_dat\SASDGV9.dat,43.42,47.12,46.87,47.33,69.92,78.3,396110.7,328.77,2.38,2.46,2.38,2.53,16.426,9.162,2.868622915,FALSE,998.59,38.7,2175,243.6
SASBDB_protein_dat\SASDGW5.dat,27.37,27.14,27.1,27.19,1.74,1.74,113096.55,93.87,2.75,2.82,2.77,2.88,12.386,6.131,2.191183594,FALSE,434.41,25.53,644,72.13
SASBDB_protein_dat\SASDGW8.dat,32.64,29.77,29.63,29.9,0.2,0.21,144027.21,119.54,2.43,2.48,2.44,2.53,14.566,4.564,2.043800632,FALSE,493.71,27.21,777,87.02
SASBDB_protein_dat\SASDGW9.dat,40.02,44.59,44.08,44.95,58.1,67.4,304627.66,252.84,2.25,2.33,2.28,2.41,17.124,8.369,2.603947676,FALSE,847.53,35.66,1711,191.63
SASBDB_protein_dat\SASDGX4.dat,29.27,24.87,24.68,25.05,51.76,54.74,74981.57,62.23,2.46,2.4,2.29,2.51,14.611,5.748,1.702142222,FALSE,351.72,22.97,473,52.98
SASBDB_protein_dat\SASDGX8.dat,32.44,26.64,26.42,26.86,0.12,0.12,84040.63,69.75,2.35,2.31,2.24,2.38,14.22,5.048,1.873417722,FALSE,366.28,23.44,502,56.22
SASBDB_protein_dat\SASDGX9.dat,39.85,42.5,42.05,42.91,48.79,53.95,227209.43,188.58,1.98,2.01,1.96,2.07,16.534,6.647,2.570460869,FALSE,704.9,32.52,1307,146.38
SASBDB_protein_dat\SASDGY4.dat,32.97,38.34,37.53,41.52,25.98,33.62,399615.27,331.68,3.71,3.91,3.8,4.02,15.199,9.319,2.522534377,FALSE,962.41,37.99,2061,230.83
SASBDB_protein_dat\SASDGY6.dat,28.75,23.31,21.96,24.79,20511.9,18825.1,43996.71,36.52,3.04,2.61,1.54,3.53,20.482,9.756,1.138072454,FALSE,312.64,21.66,398,44.58
SASBDB_protein_dat\SASDGY7.dat,52.28,49.22,44.68,63.75,0.45,0.49,510289.98,423.54,2.27,2.25,2.22,2.28,23.582,11.767,2.087185141,FALSE,1197.52,42.38,2836,317.63
SASBDB_protein_dat\SASDGY8.dat,29.06,24.47,24.25,24.7,0.09,0.09,61719.03,51.23,2.39,2.14,2.09,2.19,13.284,5.053,1.842065643,FALSE,309.85,21.56,393,44.02
SASBDB_protein_dat\SASDGY9.dat,31.18,33.23,31.59,35.57,31.86,36.46,140842.01,116.9,2.04,1.97,1.87,2.07,16.432,5.524,2.022273612,FALSE,507.24,27.58,808,90.5
SASBDB_protein_dat\SASDGZ4.dat,36.92,41.62,39.44,42.32,2.26,2.66,278896.28,231.48,3.1,3.25,3.1,3.41,14.04,9.859,2.964387464,FALSE,799.63,34.63,1572,176.06
SASBDB_protein_dat\SASDGZ5.dat,37.29,31.78,31.45,32.22,2.28,2.23,137120.44,113.81,2.21,2.24,2.17,2.32,14.904,4.539,2.132313473,FALSE,489.73,27.1,767,85.9
SASBDB_protein_dat\SASDGZ6.dat,26.32,23.79,23.2,24.36,43796.5,42942.16,74394.69,61.75,2.88,2.99,2.48,3.67,17.002,7.707,1.399247147,FALSE,339.7,22.57,450,50.4
SASBDB_protein_dat\SASDGZ7.dat,54.68,61.3,48.9,63.52,0.41,0.51,676670.57,561.64,2.06,2.06,2.04,2.09,24.345,10.425,2.517970836,FALSE,1350.75,45.01,3382,378.78
SASBDB_protein_dat\SASDGZ8.dat,28.99,23.44,23.24,23.65,0.07,0.08,55396.09,45.98,2.59,2.1,2.03,2.17,13.438,4.63,1.744307189,FALSE,293.54,20.98,363,40.66
SASBDB_protein_dat\SASDGZ9.dat,29.04,28.58,28.39,28.77,26.87,29.06,122147.77,101.38,2.62,2.78,2.69,2.87,15.109,4.915,1.891587795,FALSE,473.11,26.64,730,81.76
SASBDB_protein_dat\SASDH22.dat,26.86,28.68,28.38,28.99,25.44,28.51,110108.93,91.39,2.48,2.65,2.57,2.74,14.68,5.329,1.953678474,FALSE,450.72,26,680,76.16
SASBDB_protein_dat\SASDH23.dat,33.84,32.87,32.31,33.44,0.11,0.11,104056.98,86.37,1.61,1.67,1.59,1.74,13.03,3.726,2.522640061,FALSE,422.23,25.17,618,69.22
SASBDB_protein_dat\SASDH24.dat,19.76,18.1,18.03,18.18,14.66,14.52,29483.02,24.47,2.8,2.8,2.72,2.89,8.564,3.73,2.113498365,FALSE,209.14,17.71,221,24.75
SASBDB_protein_dat\SASDH25.dat,23.8,23.57,23.48,23.66,617.94,647.54,74064.87,61.47,2.52,2.67,2.6,2.73,12.851,3.557,1.834098514,FALSE,338.99,22.55,448,50.18
SASBDB_protein_dat\SASDH26.dat,12.51,21.15,10.31,21.59,11621.17,23022.07,23269.71,19.31,2,1.85,1.84,1.87,18.5,23.831,1.143243243,FALSE,39.49,7.7,19,2.13
SASBDB_protein_dat\SASDH27.dat,26.76,26.58,26.3,26.85,16.2,16.48,85533.56,70.99,2.02,2.05,1.99,2.12,12.589,3.681,2.111367066,FALSE,359.12,23.21,488,54.66
SASBDB_protein_dat\SASDH28.dat,31.59,27.12,27.07,27.18,59.99,59.52,125713.79,104.34,3.18,3.26,3.16,3.36,12.349,5.576,2.196129241,FALSE,470.24,26.56,723,80.98
SASBDB_protein_dat\SASDH29.dat,43.36,46.17,45.04,46.92,0.1,0.11,362130.71,300.57,1.77,1.73,1.7,1.76,19.462,8.893,2.372315281,FALSE,892.97,36.6,1847,206.86
SASBDB_protein_dat\SASDH32.dat,24.78,27.62,27.41,27.92,23.74,27.95,95312.32,79.11,2.49,2.66,2.58,2.74,14.989,5.165,1.842684635,FALSE,428.38,25.35,631,70.67
SASBDB_protein_dat\SASDH34.dat,31.53,31.05,30.76,31.34,8.76,8.96,99995.21,83,1.94,1.95,1.9,2,11.854,5.426,2.619368989,FALSE,430.28,25.41,635,71.12
SASBDB_protein_dat\SASDH35.dat,27.66,27.02,26.87,27.17,0.03,0.03,99913.02,82.93,2.43,2.52,2.45,2.6,14.052,4.518,1.922857956,FALSE,393.48,24.29,557,62.38
SASBDB_protein_dat\SASDH36.dat,14.34,19.5,16.58,33.94,13561.62,22123.77,17982.73,14.93,1.94,1.93,1.91,1.94,19.803,23.361,0.984699288,FALSE,32.45,6.98,15,1.68
SASBDB_protein_dat\SASDH37.dat,27.18,26.74,26.5,26.99,16.56,16.56,86253.51,71.59,2.03,2.03,1.98,2.08,12.084,3.735,2.212843429,FALSE,362.19,23.31,494,55.33
SASBDB_protein_dat\SASDH42.dat,20,14.37,14.02,14.74,9.98,8.42,9180.79,7.62,2.3,1.6,1.49,1.72,10.712,6.308,1.341486184,FALSE,116.83,13.24,94,10.53
SASBDB_protein_dat\SASDH45.dat,67.36,54.11,51.56,56.6,0.01,0.01,666106,552.87,2.16,2.23,1.99,2.46,37.81,28.669,1.431102883,FALSE,1436.29,46.42,3700,414.4
SASBDB_protein_dat\SASDH47.dat,27.34,26.57,26.3,26.81,16.39,16.61,86525.25,71.82,2.01,2.06,2.01,2.11,12.145,3.617,2.187731577,FALSE,362.24,23.31,494,55.33
SASBDB_protein_dat\SASDH52.dat,21.51,17.71,17.4,18.08,8,7.25,42898.97,35.61,2.57,2.4,2.16,2.61,16.379,6.479,1.081262592,FALSE,194.71,17.09,199,22.29
SASBDB_protein_dat\SASDH57.dat,27.23,26.67,26.41,26.94,16.46,16.72,87809.26,72.88,2.02,2.02,1.96,2.07,12.711,3.178,2.098182676,FALSE,367.81,23.49,505,56.56
SASBDB_protein_dat\SASDH59.dat,37.59,31.92,31.87,31.97,0.09,0.1,144665.22,120.07,2.72,2.87,2.83,2.91,19.578,25.599,1.630401471,FALSE,542.07,28.51,890,99.68
SASBDB_protein_dat\SASDH62.dat,29.8,33.61,32.95,34.09,257.01,298.27,137896.69,114.45,2.6,2.85,2.69,3.03,14.744,6.531,2.279571351,FALSE,549.21,28.7,907,101.58
SASBDB_protein_dat\SASDH64.dat,35.78,13.42,13.28,13.57,0.01,0.01,14432.57,11.98,2.59,2.84,2.75,2.95,11.501,20.165,1.166855056,FALSE,188.5,16.82,190,21.28
SASBDB_protein_dat\SASDH65.dat,27.92,29.24,28.58,29.87,0.01,0.01,93588.15,77.68,2.1,2.07,1.98,2.16,13.606,4.574,2.149051889,FALSE,390.8,24.21,552,61.82
SASBDB_protein_dat\SASDH66.dat,15.52,19.13,18.62,19.27,14552.58,20542.78,16168.07,13.42,1.96,1.9,1.88,1.92,18.368,22.975,1.041485192,FALSE,30.16,6.73,13,1.46
SASBDB_protein_dat\SASDH67.dat,27.02,26.6,26.33,26.89,16.35,16.49,86393.82,71.71,2.01,2.04,1.98,2.09,12.043,3.631,2.208751972,FALSE,360.51,23.25,490,54.88
SASBDB_protein_dat\SASDH69.dat,34.5,24.51,24.42,24.6,0.03,0.03,76321.55,63.35,2.47,2.3,2.24,2.36,24.524,44.208,0.999429131,FALSE,358.27,23.18,486,54.43
SASBDB_protein_dat\SASDH72.dat,32.8,35.73,34.79,36.66,209.09,234.01,167584.31,139.09,2.38,2.66,2.51,2.8,16.93,6.374,2.110454814,FALSE,592.19,29.8,1013,113.46
SASBDB_protein_dat\SASDH74.dat,31.05,24.47,23.93,24.99,0.01,0.01,61956.33,51.42,2.01,1.52,1.42,1.58,18.711,32.096,1.307786863,FALSE,389.72,24.18,550,61.6
SASBDB_protein_dat\SASDH76.dat,13.3,18.01,13.16,20.46,11692.45,16280.73,12814.58,10.64,2.11,2,1.96,2.05,18.248,22.711,0.986957475,FALSE,26.55,6.31,11,1.23
SASBDB_protein_dat\SASDH77.dat,27.26,26.59,26.34,26.85,16.42,16.54,85968.24,71.35,2.04,2.03,1.96,2.09,12.345,3.542,2.153908465,FALSE,362.29,23.31,494,55.33
SASBDB_protein_dat\SASDH79.dat,42.45,32.35,32.27,32.44,0.13,0.14,146713.07,121.77,2.74,2.88,2.82,2.93,23.515,37.657,1.375717627,FALSE,542.11,28.52,890,99.68
SASBDB_protein_dat\SASDH82.dat,32.2,34.99,34.19,35.43,267.27,298.63,163662.74,135.84,2.57,2.73,2.46,2.99,15.573,7.332,2.246837475,FALSE,593.18,29.83,1016,113.79
SASBDB_protein_dat\SASDH84.dat,23.09,20.45,20.32,20.57,0.01,0.01,27145.94,22.53,2.44,2.19,2.13,2.25,10.948,3.846,1.867921081,FALSE,179.17,16.39,176,19.71
SASBDB_protein_dat\SASDH86.dat,12.6,21.4,nan,23.09,43779.78,83533.86,25667.07,21.3,2.07,1.97,1.96,1.98,19.042,23.874,1.12383153,FALSE,40.93,7.84,20,2.24
SASBDB_protein_dat\SASDH87.dat,27.46,26.75,26.54,27,16.67,16.55,87065.5,72.26,2,2.02,1.96,2.08,12.281,3.379,2.178161388,FALSE,363.23,23.34,496,55.55
SASBDB_protein_dat\SASDH89.dat,36.35,31.02,30.89,31.18,29.21,28.75,196268.09,162.9,2.9,3.07,2.96,3.18,15.307,6.833,2.026523813,FALSE,599.11,29.98,1030,115.36
SASBDB_protein_dat\SASDH92.dat,32,31.79,31.7,31.9,0.05,0.05,201063.26,166.88,2.89,2.9,2.86,2.95,14.561,7.281,2.183229174,FALSE,628.62,30.71,1106,123.87
SASBDB_protein_dat\SASDH94.dat,18.02,17.26,17.23,17.29,0.02,0.02,24942.3,20.7,2.54,2.93,2.86,2.98,9.101,3.033,1.896494891,FALSE,189.66,16.87,192,21.5
SASBDB_protein_dat\SASDH96.dat,14.04,21.15,nan,22.41,43066.63,72771.76,23593.58,19.58,2.01,2,1.99,2.01,19.045,23.742,1.110527698,FALSE,42.28,7.96,21,2.35
SASBDB_protein_dat\SASDH97.dat,26.96,26.52,26.28,26.8,16.21,16.44,85269.44,70.77,2.03,2.07,2.01,2.13,12.497,3.935,2.122109306,FALSE,359.84,23.23,489,54.77
SASBDB_protein_dat\SASDH99.dat,41.26,36.81,35.4,38.25,0.07,0.07,120078.1,99.66,1.7,1.59,1.57,1.61,16.136,11.971,2.281234507,FALSE,468.87,26.52,720,80.64
SASBDB_protein_dat\SASDHA2.dat,43.34,42.8,42.61,42.98,417.48,416.45,358150.98,297.27,2.29,2.34,2.3,2.39,19.058,8.99,2.245776052,FALSE,899.43,36.73,1866,208.99
SASBDB_protein_dat\SASDHA4.dat,27.54,29.18,28.67,29.68,0.01,0.01,85520.99,70.98,2.17,2.05,1.94,2.13,15.139,6.153,1.927472092,FALSE,402.35,24.57,576,64.51
SASBDB_protein_dat\SASDHA7.dat,26.87,26.68,26.43,26.95,16.33,16.55,85611.42,71.06,1.96,2.04,2,2.08,12.198,3.528,2.18724381,FALSE,361.5,23.29,492,55.1
SASBDB_protein_dat\SASDHA9.dat,39.72,37.04,35.92,38.2,0.03,0.03,109913.99,91.23,1.85,1.53,1.5,1.56,16.987,7.229,2.180490964,FALSE,439.22,25.67,655,73.36
SASBDB_protein_dat\SASDHB2.dat,43.32,43.71,43.57,43.81,144.34,145.52,345886.15,287.09,2.11,2.15,2.13,2.18,18.743,8.629,2.33207064,FALSE,884.83,36.43,1822,204.06
SASBDB_protein_dat\SASDHB4.dat,30.59,26.03,25.88,26.15,0.03,0.03,82372.59,68.37,2.23,2.29,2.26,2.32,12.477,4.448,2.086238679,FALSE,367.4,23.48,504,56.45
SASBDB_protein_dat\SASDHB5.dat,38.62,38.01,37.66,38.35,17.93,17.78,182607.02,151.56,2.12,2.17,2.13,2.21,14.3,7.274,2.658041958,FALSE,607.63,30.19,1052,117.82
SASBDB_protein_dat\SASDHB7.dat,26.45,26.49,26.23,26.74,16.02,16.53,86435.76,71.74,2,2.05,2,2.11,12.204,3.824,2.170599803,FALSE,362.99,23.33,495,55.44
SASBDB_protein_dat\SASDHB9.dat,51.62,50.74,49.47,51.83,0.02,0.02,377736.34,313.52,2.11,2.08,1.98,2.17,27.901,24.122,1.818572811,FALSE,927.63,37.3,1953,218.74
SASBDB_protein_dat\SASDHC2.dat,41.2,47.8,44.82,48.67,0.09,0.1,798779.55,662.99,3.56,4.09,3.62,5.1,14.965,10.947,3.194119612,TRUE,1448.48,46.61,3746,419.55
SASBDB_protein_dat\SASDHC4.dat,33.74,24.6,24.5,24.69,0.02,0.02,85735.7,71.16,2.32,2.37,2.31,2.43,13.308,4.72,1.848512173,FALSE,389.32,24.17,549,61.49
SASBDB_protein_dat\SASDHC5.dat,45.53,44.99,44.43,45.59,27,26.82,269838.17,223.97,1.93,1.98,1.93,2.04,15.365,7.437,2.928083306,FALSE,786.84,34.35,1535,171.92
SASBDB_protein_dat\SASDHC6.dat,25.76,25.17,25.04,25.3,63.46,63.35,79455.9,65.95,2.45,2.5,2.43,2.56,11.387,4.712,2.210415386,FALSE,352.45,22.99,474,53.09
SASBDB_protein_dat\SASDHC7.dat,26.98,26.51,26.25,26.82,16.24,16.34,85006.98,70.56,2.01,2.06,2.01,2.1,12.293,3.285,2.156511836,FALSE,357.24,23.15,484,54.21
SASBDB_protein_dat\SASDHC9.dat,33.12,25.74,25.33,26.12,0.02,0.02,26819,22.26,2.29,1.47,1.43,1.51,15.252,15.152,1.687647522,FALSE,206.7,17.61,217,24.3
SASBDB_protein_dat\SASDHD2.dat,33.25,33.01,32.7,33.3,0.08,0.08,267694.09,222.19,3.35,3.64,3.43,3.8,18.189,5.36,1.814833141,FALSE,706.11,32.54,1310,146.72
SASBDB_protein_dat\SASDHD4.dat,31.74,26.42,26.35,26.49,0.05,0.05,81076.98,67.29,2.27,2.27,2.25,2.3,12.931,13.513,2.043152115,FALSE,360.85,23.27,491,54.99
SASBDB_protein_dat\SASDHD5.dat,31.69,26.55,26.23,26.87,1.65,1.66,82307.29,68.32,2.23,2.26,2.18,2.38,14.722,10.902,1.803423448,FALSE,364.52,23.38,498,55.78
SASBDB_protein_dat\SASDHD6.dat,26.65,24.59,24.29,24.87,197.46,210.08,71242.42,59.13,2.74,2.67,2.54,2.83,12.628,4.544,1.947260057,FALSE,351.19,22.95,472,52.86
